num,name,tag,ingredients,recipes
29,곰취김치,"['계절식', '봄', '부식', '김치류', '무치기']","['곰취\n100 g', '밤\n3 개', '청고추\n2 개', '생강\n20 g', '묽은 찹쌀풀\n1/2 컵', '고춧가루\n3 테이블스푼', '된장\n1 테이블스푼', '간장\n2 테이블스푼']","['1. 곰취는 줄기를 잡고 흐르는 물에 흔들어 씻어 채반에 올려 물기를 뺀다.', '2. 청고추는 깨끗이 씻어 0.5 × 0.5cm 크기로 자른다.', '3. 생강은 깨끗이 씻어 숟가락으로 긁어서 껍질을 제거한 뒤 3 × 0.5cm 크기로 채 썬다.', '4. 밤은 껍질을 벗겨 0.5cm 너비로 채 썬다.', '5. 절구에 된장을 넣고 콩을 으깬다.', '6. 5의 된장에 간장, 고춧가루, 묽은 찹쌀풀을 넣고 고루 섞는다.', '7. 6의 양념에 밤, 생강, 청고추를 넣고 섞는다.', '8. 곰취를 두 장씩 잡고 양념을 바른 다음 다시 두 장을 잡고 양념을 바르는 것을 반복한다.']"
30,배추물김치,"['부식', '김치류', '발효']","['배추\n10 포기', '마른 청각\n20 g', '삭힌 고추\n100 g', '배\n5 개', '생강\n30 g', '홍고추\n2 개', '청고추\n30 g', '소금\n약간', '물\n2 컵', '<찹쌀풀 재료>', '다시마\n300 g', '표고버섯\n15 개', '찹쌀\n300 g', '감자\n5 개', '무\n1/2 개', '물\n적당량']","['1. 배추는 하루전날 소금을 뿌려 절이고, 절인 배추를 씻지 않고 항아리에 담는다.', '2. 청고추와 홍고추, 삭힌 고추는 어슷하게 썬다.', '3. 배는 껍질 벗기고 강판에 갈아 즙을 낸다.', '4. 생강은 껍질을 제거하고 납작하게 편으로 썬다.', '5. 마른 청각은 깨끗하게 씻고 면포에 싸서 넣는다.', '6. 찹쌀풀에 배추절인 물을 섞고 소금간을 약하게 한\n후 배즙, 생강편, 고추를 섞는다.', '7. 절인 배추 사이사이에 ⑥을 넣어준다. 항아리에 배추와 배추국물을 넣고 면포로 싼 청각을 넣고 2주 정도 숙성시킨다.', '8. ＜찹쌀풀 만들기＞\n1. 냄비에 다시마, 표고버섯, 통감자, 무를 넣고 찹쌀이 잘 퍼지도록 푹 끓인다.', '9. 2. 끓인 찹쌀 풀을 체에 거르고 식혀서 사용한다.']"
31,퍼데기김치,"['부식', '김치류', '발효']","['배추\n673 g', '고춧가루\n38 g', '생강\n32 g', '매실청\n54 g', '설탕\n25 g', '소금\n200 g', '<찹쌀풀>', '찹쌀가루\n1 컵', '물\n5 컵']","['1. 퍼데기 배추에 소금을 뿌리고 3시간 정도 숨을 죽인다.', '2. 찹쌀가루를 물에 풀어 센 불에 끓을 때까지 저어주며, 끓으면 불을 중간정도로 줄이고 잠시 끓인다.', '3. 다시마 채수에 고춧가루, 다진 생강, 찹쌀풀, 매실청, 설탕, 소금을 넣고 양념을 만든다.', '4. 소금에 절인 퍼데기 배추를 물에 3회 헹구고 소쿠리에 담아 물기를 뺀다.', '5. 물기 뺀 퍼데기 배추에 양념을 넣고 버무리고 그릇에 담는다.']"
32,감김치(단감김치),"['부식', '김치류', '발효']","['단감\n600 g', '배추\n970 g', '무\n330 g', '대추\n50 g', '밤\n150 g', '고운 고춧가루\n60 g', '간장\n2 컵', '소금\n약간', '<김치양념재료>', '찹쌀가루\n25 g', '연잎가루\n5 g', '과일즙(배,사과)\n1 컵', '잣\n13 g', '참깨\n10 g', '흑임자\n10 g', '생강가루\n5 g', '채수\n1 컵']","['1. 배와 사과는 씻어 껍질과 씨를 제거하고 믹서에 간다.', '2. 냄비에 물을 넣고, 표고버섯(8개), 다시마(20g), 무(100g) 등을 넣고 끓여 채수를 만든다.', '3. 배추는 겉절이 김치처럼 자르고, 소금물에 2시간 절인다. 무는 껍질을 제거하여 배추의 크기와 비슷하게 자르고, 배추와 같이 소금물에 절인다.', '4. 감은 껍질을 씻고, 씨앗을 제거하여 6등분 자르고,배추 절인 소금물에 담가 절인다.', '5. 밤은 껍질을 벗기고 채 썬다. 대추는 씨를 제거하고 채 썬다. 잣은 고깔을 뗀다.', '6. 배추, 무, 감을 물에 헹구고, 채반에 담아 물기를 뺀 후 김치양념을 넣고 버무린다. 용기에 담아 냉장고에 넣고 숙성시킨다.', '7. 〈단감김치 양념 만들기〉\n1. 냄비에 끓인 채수를 붓고, 연잎가루와 찹쌀가루를 넣어 나무주걱으로 저어주면서 끓인다.', '8. 2. 찹쌀풀이 식으면 간장, 과일즙, 고춧가루, 생강가루,흑임자, 참깨, 잣 등을 넣고 섞은 후 대추채, 채 썬밤을 넣고 숙성시킨다.']"
33,매생이 물김치,"['부식', '김치류', '발효']","['매생이\n1 kg', '무\n1 개', '깨소금\n1 테이블스푼', '소금']","['1. 무는 5×0.5cm 크기로 채썬다.', '2. 매생이에 물을 붓고 소금으로 간 맞춘다.', '3. 2번에 채썬 무와 깨소금을 넣고 매생이를 잘 풀어준다.']"
34,무 익선김치,"['부식', '김치류', '발효']","['무\n1 개', '미나리\n50 g', '갓\n50 g', '고춧가루\n3 테이블스푼', '생강\n30 g', '찹쌀풀\n1/4 컵', '통깨']","['1. 무는 5cm길이로 잘라 끓는 물에 약간 무르게 삶아 찬물에 헹구어 식힌 후 나박썬다.', '2. 찹쌀풀을 만들어 식힌다.', '3. 미나리와 갓은 5cm 길이로 자르고, 생강은 다진다.', '4. 고춧가루에 찹쌀풀을 섞은 후 미나리와 갓, 생강을 버무려 양념을 만든 후 익힌 무를 섞는다.']"
35,배추 익선김치,"['부식', '김치류', '발효']","['배추\n1 통', '미나리\n50 g', '갓\n50 g', '고춧가루\n8 테이블스푼', '생강\n1 톨', '찹쌀풀\n1/2 컵', '깨']","['1. 배추는 반으로 잘라 끓는 물에 데친 후 찬물에 헹구어 식힌다.', '2. 찹쌀 풀을 만들어 식힌다.', '3. 미나리와 갓은 길이 5cm길이로 자르고, 생강은 다진다.', '4. 고춧가루에 찹쌀 풀을 섞은 후 미나리와 갓, 생강을 버무려 양념을 만든다.', '5. 익힌 배추 사이사이에 양념을 넣는다.']"
36,영선사 배추김치(사찰김치),"['부식', '김치류', '발효']","['(30포기 기준)', '배추\n30 포기', '무\n5 개', '늙은호박\n1 개', '갓\n5 단', '청각\n1 kg', '찹쌀가루\n300 g', '고춧가루\n2 kg', '간장\n약간', '소금\n4 kg', '<채수 재료>', '표고버섯\n1 kg', '다시마\n100 g', '고추씨\n20 g', '무\n1 개', '물\n적당량']","['1. 배추는 반으로 자르고 수곽에 넣어 깨끗이 씻은 다음 소금에 절여 들통에 담는다. 절인 배추는 물에 씻어 채반에 놓고 물기를 뺀다.', '2. 씻은 무는 껍질을 벗기고 채를 썬다.', '3. 갓은 깨끗이 씻어 4~5㎝ 크기로 자른다.', '4. 솥에 표고버섯, 다시마, 무, 고추씨 등을 넣고 채수를 끓인다. 냄비에 찹쌀가루와 채수로 찹쌀풀을 쑨다.', '5. 고춧가루, 채수, 간장, 소금, 찹쌀풀을 큰 그릇에 담고, 청각, 무채, 갓 등 부재료를 섞는다.', '6. 양념한 김치소를 배추 속에 채워 넣고 용기에 담아 저온냉장고에 보관한다.']"
37,연근보쌈김치,"['부식', '김치류', '발효']","['배추\n1 포기', '무\n1/2 개', '목이버섯\n50 g', '대추\n3 개', '미나리\n30 g', '갓\n100 g', '밤\n3 개', '연근\n300 g', '사과\n1/2 개', '고춧가루\n1 컵', '배\n1/2 개', '꿀\n5 테이블스푼', '연근풀\n적당량', '소금\n약간', '물\n적당량']","['1. 배추는 소금물에 3시간 절이고, 깨끗하게 씻어 채반에 담아 물기를 뺀다. 갓은 씻어 3㎝ 길이로 자른다.', '2. 껍질 벗긴 연근을 절반은 큼직하게 썰어 믹서에 물과 함께 간다. 나머지 연근은 0.3㎝ 두께로 썬다.', '3. 그릇에 연근즙, 고춧가루, 꿀을 넣고 섞는다.', '4. 대추는 씨를 제거하고 굵게 채 썬다.', '5. 목이버섯은 미지근한 물에 불리고 3㎝ 크기로 썬다.', '6. 무, 사과, 배는 껍질을 벗기고 나박 썰기를 한다.', '7. 그릇에 목이버섯, 대추, 갓, 연근, 밤, 사과, 배, 무 등 을 넣어 버무리고 ③을 넣어 소금 간을 한다.', '8. 대접에 절인 배춧잎을 펴고, 김치소를 넣어 보자기처럼 싸고 미나리줄기를 이용하여 묶는다.', '9. 항아리에 연근보쌈김치를 담고 국물을 잘박하게 부어 숙성시킨다.']"
38,과일물김치,"['부식', '김치류', '발효']","['사과\n1 개', '배\n1 개', '오이\n1 개', '건고추\n4 개', '소금\n약간', '물\n적당량']","['1. 배 1/2개, 사과 1/2개와 오이는 씻어 껍질째 나박하게 썬다.', '2. 남은 사과와 배는 건고추 4개와 함께 믹서에 넣고 간다.', '3. ②를 면포에 넣고 짜서 맑게 거른다.', '4. 나박하게 썬 배, 사과, 오이에 ③을 붓고 소금 간을 한다.', '5. 용기에 과일김치를 담고 냉장고에 넣어 숙성시킨다.']"
39,보쌈김치,"['부식', '김치류', '발효']","['배추\n1 포기', '무\n1 개', '표고버섯\n200 g', '대추\n10 개', '호두\n5 개', '잣\n30 g', '밤\n10 개', '청각\n약간', '채수\n1 컵', '고춧가루\n5 테이블스푼', '보리쌀\n150 g', '미나리\n30 g']","['1. 배추는 소금물에 8시간 절이고, 깨끗하게 씻어 채반에 담아 물기를 뺀다.', '2. 무는 2×2㎝ 크기로 나박썬다.', '3. 밤과 대추는 껍질과 씨를 제거하고, 3㎝ 길이로 채썬다.', '4. 끓여서 식혀 놓은 채수에 고춧가루를 넣고 불린다.', '5. 보리쌀은 밥을 짓고 갈아서 풀을 쑨다.', '6. 그릇에 표고버섯, 대추, 고춧가루, 잣, 밤, 청각, 채수 등을 넣고 버무리고 소금으로 간을 한다.', '7. 대접에 배춧잎을 펴고, 김치소를 넣어서 배추 잎으로 보자기처럼 싸고 미나리줄기를 이용하여 묶는다.', '8. 항아리에 보쌈김치를 담고 국물을 잘박하게 붓고 일주일 간 숙성한 후에 먹을 수 있다.']"
40,동치미,"['계절식', '겨울', '부식', '김치류', '발효']","['(1항아리 기준)', '가을무\n10 개', '청각\n1 단', '생강\n500 g', '석류\n3 개', '유자\n3 개', '배\n2 개', '소금\n250 g', '<채수재료>\n10 L', '다시마\n300 g', '무\n1 개', '건 표고버섯\n200 g', '물\n적당량']","['1. 무는 깨끗하게 씻어 항아리에 넣고 소금에 하루 정도 절인다.', '2. 청각은 소금물에 살짝 절인 후 돌돌 말아 넣는다.', '3. 배추고갱이를 항아리 밑바닥에 담고 소금에 절인무를 얹는다.', '4. 생강을 껍질째 저며서 면포에 청각과 같이 넣어서 항아리 속에 넣는다.', '5. 배는 믹서에 갈아서 즙을 만들고 소금물에 넣어 간을 맞춘다.', '6. 석류와 유자는 4등분하고 배는 씨를 제거하고 껍질에 모양내서 대접에 담는다. 5-6일 정도 삭혀서 먹는다.', '7. 〈채수 만들기〉\n솥에 다시마, 무, 표고버섯 등을 넣고 센 불에서 10분간 끓이고 다시마를 건져내고, 약한 불에 30분 끓여 체에 걸러서 동치미 국물로 사용한다.']"
41,고추물김치,"['계절식', '여름', '부식', '김치류', '발효']","['홍·청 오이고추\n20 개', '감자\n400 g', '당근\n200 g', '무\n200 g', '고춧가루\n1/3 컵', '소금\n3 테이블스푼', '생강즙\n2 테이블스푼', '물\n적당량']","['1. 냄비에 물과 나박썰기 한 감자를 푹 끓인 후 감자를 건져내고 소금으로 간한다.', '2. 감자 끓인 물에 고춧가루를 넣고 섞는다.', '3. ②번에 감자 물을 추가해서 면포에 맑게 거른다. 거른 물에 생강즙과 소금을 넣고 간을 맞춘다.', '4. 고추는 씻어 꼭지를 따고 반으로 자르고 씨를 제거한다.', '5. 당근과 무는 깨끗하게 씻고 곱게 채 썬다. 채 썬 당근과 무에 소금을 켜켜로 뿌려 살짝 절인 후 섞어둔다.', '6. 고추 속에 당근과 무채를 넣고 김치 보관용기에 담는다.', '7. 고추김치에 ③번을 부어서 냉장고에 넣고 숙성시킨다.', '8. 고추물김치는 2일 후 반찬으로 사용한다.']"
42,더덕물김치,"['부식', '김치류', '발효']","['더덕\n4 개', '청고추\n2 개', '청·홍피망\n1/2 개', '현미식초\n약간', '천일염 소금\n약간', '생강\n2 쪽', '배\n1 개', '물\n적당량']","['1. 배는 깨끗하게 씻어 씨를 제거하고 믹서에 갈아 즙을 낸다.', '2. 더덕은 다듬어 두께 0.5㎝, 길이 3㎝ 크기로 자른다.', '3. 피망은 3㎝ 크기 사각모양으로 자른다.', '4. 청고추는 반으로 자르고 씨를 제거하여 잘게 썬다.', '5. 생강은 껍질을 제거하고 곱게 다진다.', '6. 대접에 더덕, 배즙, 식초, 생강, 피망, 청고추를 넣고 물을 부은 후 소금으로 간을 조절한다.']"
43,연근배추겉절이,"['부식', '김치류', '무치기']","['연근\n50 g', '배추\n4 kg', '무\n200 g', '미나리\n30 g', '갓\n50 g', '밤\n20 g', '연근\n50 g', '소금\n1 테이블스푼', '식초\n1 테이블스푼', '연근가루\n2 테이블스푼', '찹쌀가루\n2 테이블스푼', '<양념재료>', '고춧가루\n1 컵', '생강\n5 g', '통깨\n1 테이블스푼', '잣\n10 g', '간장\n3 테이블스푼', '과일효소\n적당량']","['1. 배추는 4쪽으로 자르고 따뜻한 소금물에 3-4시간 절인다.', '2. 절인 배추는 깨끗하게 씻어 채반에 담아 물기를 뺀다.', '3. 연근은 깨끗하게 씻어 껍질째 둥글게 썰어 소금과 식초를 넣은 물에 잠시 절인다.', '4. 밤은 채 썰고 미나리와 갓은 씻은 후 5㎝ 길이로 자른다.', '5. 연근가루와 찹쌀가루를 섞어 죽을 쑨다.', '6. 양념재료를 믹서에 넣어 간다.', '7. 연근풀죽에 양념을 섞은 후 배추를 넣고 버무린다.', '8. 대접에 배추연근겉절이를 담는다.']"
44,연근배추김치,"['부식', '김치류', '발효']","['연근\n50 g', '배추\n4 kg', '무\n200 g', '미나리\n30 g', '갓\n50 g', '밤\n20 g', '연근\n50 g', '소금\n2 컵', '식초\n1 테이블스푼', '연근가루\n2 테이블스푼', '찹쌀가루\n2 테이블스푼', '<양념재료>', '고춧가루\n1 컵', '생강\n5 g', '통깨\n1 테이블스푼', '잣\n10 g', '간장\n3 테이블스푼', '과일효소\n적당량']","['1. 배추는 4쪽 내어 따뜻한 소금물에 절인다.', '2. 3-4시간 후 깨끗하게 씻어 채반에 놓고 물기를 뺀다.', '3. 연근은 깨끗하게 씻고 껍질째 둥글게 썰어 소금과 식초물에 잠시 절인다.', '4. 밤은 채 썰고 미나리와 갓은 깨끗하게 씻어 5㎝ 길이로 자른다.', '5. 연근가루와 찹쌀가루를 섞어 죽을 쑨다.', '6. 양념재료를 믹서에 넣어 간다.', '7. 연근풀죽에 양념을 섞은 후 배추에 속을 넣는다.', '8. 그릇에 연근배추김치를 담는다.']"
45,찻잎 열무김치,"['부식', '김치류', '발효']","['열무\n500 g', '배\n1/2 개', '무(소)\n1/4 개', '찻잎(대)\n20 장', '굵은소금A\n2 테이블스푼', '<멥쌀가루 풀>', '찻잎 멥쌀가루\n1/2 컵', '물\n2 컵', '<간수>', '물\n8~9 컵', '굵은 소금B\n1/3 컵']","['1. 냄비에 물을 끓여서 멥쌀가루를 넣고, 거품기로 저어가며 풀을 끓인다.', '2. 무와 배는 깨끗이 씻어서 껍질을 벗겨서 강판에 간다.', '3. 열무에 굵은 소금A를 넣어 재운다.', '4. 물에 굵은 소금B를 넣어 잘 녹여서 간수를 만들고, 멥쌀 가루 풀과 섞는다.', '5. 항아리에 소금에 재운 열무와 ④를 넣고, 위에 찻잎을 올린다.', '6. 하루 정도 실온에 보관했다가 냉장 보관한다.']"
46,배 깍두기,"['부식', '김치류', '발효']","['배\n2 개', '<양념>', '참깨\n1.5 테이블스푼', '매실청\n3 티스푼', '고춧가루\n3 테이블스푼', '참기름\n2 티스푼']","['1. 배는 껍질을 벗기고 씨를 제거하고 깍둑썰기를 한다.', '2. 볼에 배를 넣고 고춧가루, 매실청, 참깨를 넣고 버무린다.', '3. 참기름을 ②에 넣고 더 버무린 뒤 그릇에 담는다.']"
47,산야초겉절이,"['부식', '김치류', '발효']","['야생민들레\n50 g', '상추\n50 g', '당근\n100 g', '비트(서양무)\n40 g', '산야초효소\n1 컵', '깨소금\n2 테이블스푼', '소금\n약간', '<산야초소스>', '야생초잎\n5 kg', '설탕\n5 kg', '물\n적당량']","['1. 민들레는 깨끗하게 씻고, 5cm 크기로 썬다.', '2. 상추는 씻어 수분을 제거하고, 8cm크기로 썬다.', '3. 당근은 껍질을 벗기고, 5cm 크기로 채 썬다.', '4. 비트는 껍질을 벗기고, 5cm 크기로 채 썬다.', '5. 그릇에 상추, 민들레. 당근채, 비트채를 담고 산야초 소스를 골고루 뿌려준다.', '6. 고명으로 깨소금을 뿌려준다.', '7. ＜산야초소스 만들기＞\n1. 목련꽃, 연잎, 야생초와 꽃을 깨끗하게 씻고 채반에 담아 수분을 제거한다.', '8. 2. 항아리에 야생초와 설탕을 1:1비율로 섞어 항아리 담아 3개월 정도 발효시킨다.', '9. 3. 효소로 사용한 야생초는 체에 걸러서, 가마솥에 넣고 삶는다. 1/10로 농축시키면 산야초 효소소스가 된다.']"
48,양배추물김치,"['부식', '김치류', '발효']","['양배추\n200 g', '배\n1/3 쪽', '사과\n1/3 쪽', '고운 고춧가루\n1 테이블스푼', '죽염\n약간', '생수\n5 컵']","['1. 양배추는 한 장씩 뜯어서 깨끗하게 씻고, 채반에 담아 물기를 빼고, 2×3cm 크기로 사각으로 자르고 소금물에 살짝 절인다.', '2. 배와 사과는 껍질을 벗기고, 강판에 간다.', '3. 스텐래스 볼에 양배추와 사과, 배, 고춧가루를 넣고 생수를 부어서 김치 담는 그릇에 담는다.', '4. 양배추 물김치에 죽염을 넣고 간을 한다.']"
49,오이고추초김치,"['부식', '김치류', '발효']","['양배추\n200 g', '고구마\n60 g', '당근\n20 g', '배추\n3 개', '밤\n5 개', '배\n1/2 개', '사과\n60 g', '매실청\n2 테이블스푼', '식초\n2 테이블스푼', '설탕\n1 티스푼', '오이고추\n12 개', '소금\n약간', '물\n적당량']","['1. 오이 고추는 가운데 절개하고 씨앗을 제거한다.', '2. 양배추는 가늘게 채 썬다.', '3. 고구마, 당근은 껍질을 벗기고 가늘게 채 썬다.', '4. 배와 사과는 껍질을 벗기고 가늘게 채 썬다.', '5. 밤은 껍질을 벗기고 반달모양으로 자르고 채 썬다.', '6. 대추는 씨앗을 제거하고 가늘게 채 썬다.', '7. 큰 그릇에 야채 썬 것을 전부 넣고 매실청, 식초, 설탕을 넣어 버무리고 소금으로 간을 조절한다.', '8. 오이고추 초김치를 용기에 담아 하루정도 숙성시킨다.']"
50,인삼백김치,"['부식', '김치류', '발효']","['배추\n1 포기', '인삼\n2 뿌리', '대추\n8 개', '밤\n5 개', '석이버섯\n30 g', '홍고추\n2 개', '미나리\n30 g', '소금\n약간', '채수\n2 컵', '<채수재료>', '다시마\n100 g', '표고버섯\n6 개', '배\n1 개', '감자\n2 개', '고추씨앗\n1/2 컵', '물\n적량']","['1. 배추는 하루전날 소금을 뿌려 8시간 절이고, 절인 배추를 씻어 채반에 담아 물기를 뺀다.', '2. 인삼과 대추, 밤은 채 선다. 석이버섯은 따뜻한 물에 담가 불리고, 수분을 빼고 채 선다.', '3. 삶은 보리쌀과 삶은 콩을 믹서에 넣고, 채수를 붓고 갈아 백김치 국물을 만든다.', '4. 큰 그릇에 인삼과 대추, 밤, 석이버섯을 넣고, 소금으로 간하고 버무린다.', '5. 그릇에 절인 배추를 펴고 사이사이 ④을 넣고, 믹서에 갈은 백김치 국물을 붓는다.', '6. ＜채수 만들기＞\n1.냄비에 다시마. 표고버섯, 통감자, 매운 고추 등을 넣고 끓인다.', '7. 2. 고추씨앗은 주머니에 담고 채수 끓이는 냄비에 넣는다.', '8. 3. 끓인 채수를 망에 거르고 식혀서 사용한다.']"
51,보김치(보자기김치),"['부식', '김치류', '무치기']","['배추\n5 잎', '사과\n1/2 개', '배\n1/2 개', '감\n1/2 개', '대추\n4 개', '석이버섯\n30 g', '은행\n4 개', '잣\n8 개', '미나리줄기\n2 개', '고춧가루\n1', '매실청\n2 테이블스푼', '홍시\n1 개', '소금\n약간', '기장밥\n1 컵', '채수\n1/2 컵']","['1. 배추는 소금물에 8시간 절이고, 깨끗하게 씻고 채반에 담아 물기를 뺀다.', '2. 기장은 깨끗하게 씻어 불린 후 소금 간을 하여 밥을 짓는다.', '3. 홍시는 으깨어 김치양념으로 사용한다.', '4. 석이버섯은 뜨거운 물에 담가서 잡티를 제거하고 채 썬다. 은행과 잣은 팬에 구워 놓는다.', '5. 사과와 배는 껍질을 제거하고, 3cm 크기로 깍둑썰기로 썬다. 밤과 대추는 3cm 길이로 채 썬다.', '6. 미나리줄기는 뜨거운 물에 살짝 데쳐 보김치 묶음 끈으로 사용한다.', '7. 그릇에 과일, 석이버섯, 홍시, 고춧가루, 매실청, 기장밥, 채수를 넣고 버무리고 소금으로 간을 한다.', '8. 대접에 배추잎을 펴고, 김치소를 넣고 은행과 잣을 위에 올린다. 배추잎으로 보자기처럼 싸고 미나리줄기를 이용하여 묶는다. 보김치는 보관용 그릇에 담는다.']"
52,순무김치,"['부식', '김치류', '발효']","['순무\n10 개', '배\n1 개', '생강\n60 g', '고춧가루\n150 g', '소금\n150 g', '채수\n9 컵']","['1. 순무를 깨끗이 씻은 후 잎을 다듬어서 순무는 1cm 두께로 자르고 순무 청은 3cm 길이로 자른다.', '2. 순무는 소금에 절이지 않고 순무 청만 소금에 절인다.', '3. 배는 갈아서 배즙으로 준비하고 채수에 고춧가루, 갈은 생강, 소금, 배즙을 넣고 양념을 만든다.', '4. 순무와 소금에 절인 순무 청에 국물이 많게 양념을 버무린다.', '5. 실온에서 하루 정도 보관 후 순무김치가 익으면 완성하여 냉장고에 보관한다.']"
53,콩잎김치,"['부식', '김치류', '발효']","['콩잎\n100 g', '보리쌀\n2 테이블스푼', '재래간장\n2 테이블스푼', '청고추\n1 개', '홍고추\n1 개', '소금\n약간', '설탕\n약간', '(채수)', '무\n300 g', '건표고버섯\n10 g', '다시마\n6 g']","['1. 냄비에 물을 붓고 무, 건표고버섯, 다시마를 넣고 채수를 만든다. 보리쌀은 푹 삶아서 믹서기에 갈아서 체에 내린다.', '2. 청·홍고추는 반으로 잘라 씨를 제거하고 5cm 길이로 자른다.', '3. 콩잎은 깨끗이 씻어 묶어 둔다.', '4. 보리쌀물(400ml)과 다시마물(600ml)을 2:3 비율로 섞고, 간장, 설탕, 소금, 청·홍고추를 섞어 둔다.', '5. 콩잎을 켜켜이 담고 4의 양념물을 콩잎이 잠길 정도로 부어준다.', '6. 콩잎김치는 상온에서 2~3일 둔 후에 노랗게 되면 냉장고에 넣어 두고 먹는다.']"
54,연김치(연오이소박이/연호박소박이/연가지소박이/연배추김치),"['부식', '김치류', '발효']","['백오이\n20 개', '가지\n15 개', '애호박\n10 개', '연배추\n3 통', '무\n1/2 개', '연근가루\n15 g', '연잎가루\n10 g', '표고버섯가루\n5 g', '고춧가루\n100 g', '홍고추\n10 개', '당근\n1 개', '밀가루풀\n200 g', '채수\n500 ml', '과일효소\n200 ml', '천일염\n2 테이블스푼', '다진생강\n1 테이블스푼']","['1. 당근은 송송 다져 놓는다. 홍고추는 물을 넣어 믹서기에 갈아 놓는다. 홍고추 간 것, 당근 다진 것, 연근, 연잎, 표고버섯가루를 넣고 그 다음 고춧가루, 밀가루풀, 채수, 과일효소, 생강을 넣고 버무린 다음 소금으로 간을 한다.', '2. 백오이, 가지, 호박은 길게 칼집 내어 천일염을 물에 녹여 절여둔다.', '3. 절여진 백오이, 가지, 호박을 씻어 물기를 뺀 후 양념을 백오이, 가지, 호박에 낸 칼집 사이사이에 넣는다.', '4. 배추는 천일염을 배추 사이사이 뿌려 절인다. 무는 길이 7cm 정도 채 썬다.', '5. 1번 동일한 양념에 무를 넣고 버무린 다음 절여진 배추 사이사이에 속을 채워 넣는다.']"
55,백김치,"['부식', '김치류', '발효']","['절인배추\n2 포기', '노란파프리카\n2 개', '홍파프리카\n2 개', '무\n1/3 개', '잣\n25 g', '대추\n35 g', '고추씨\n30 g', '배\n2 개', '찹쌀가루\n2 컵']","['1. 절인배추는 깨끗이 씻어 놓는다.', '2. 노랑·홍 파프리카, 대추는 길이로 폭 0.2cm로 채를 썬다. \n무는 두께 0.2cm, 길이 7cm로 채를 썬다.', '3. 배는 믹서기에 갈아 놓는다. 찹쌀풀은 묽게 쑨다.', '4. 갈은 배, 찹쌀풀, 고추씨, 잣을 넣고 썰어 놓은 무, 파프리카를 넣고 섞는다.', '5. 절인배추에 배추 소를 사이사이에 넣는다.', '6. 담근 김치를 하루정도 밖에 둔 후 김치냉장고에 넣고 익혀서 먹는다.']"
56,장김치,"['부식', '김치류', '발효']","['미나리\n55 g', '갓\n55 g', '배추\n160 g', '무\n280 g', '당근\n50 g', '단감\n1/2 개', '홍고추\n1/2 개', '청고추\n1/2 개', '밤\n30 g', '대추\n2 개', '건표고버섯\n3 개', '석이버섯\n4 g', '생강\n6 g', '실고추\n3 g', '잣\n10 g', '간장\n1/2 테이블스푼', '설탕\n1 테이블스푼', '채수\n2 컵', '배물\n1.5 컵', '물\n1/2 컵']","['1. 배추는 길게 반으로 자른 후 길이 3cm로 자르고 무는 길이 3cm 두께 0.5cm로 자른다.', '2. 그릇에 손질한 배추와 무를 담고 물에 간장을 섞어 그릇에 부어준 후 골고루 섞어 1시간 동안 절인다.', '3. 미나리와 갓은 손질한 후 3cm 길이로 자르고 단감은 씨 있는 부분을 제거하고 0.5cm 두께로, 당근은 0.3cm 두께로 자른다. 또한 청고추와 홍고추는 얇게 어슷하게 썬다.', '4. 그릇에 채수와 배물을 넣고 간장과 설탕으로 양념을 한 후 절인 배추와 무를 넣고 손질한 미나리, 갓, 단감, 당근, 청고추, 홍고추를 넣는다.', '5. 미지근한 물에 불린 건표고버섯과 대추, 생강, 밤, 석이버섯은 얇게 채를 썰어 실고추, 잣을 같이 넣고 버무려 보관한다.', '6. 2일 지나서 그릇에 담아 실고추와 잣을 올려 완성한다.']"
57,무 갓김치,"['저장/발효식', '김치류', '부식', '김치류', '발효']","['무\n10 kg', '갓\n1 단', '청양고추\n20 개', '사과\n1 개', '배\n1 개', '간장소금\n1 테이블스푼', '홍고추\n30 개', '감자\n3 개', '고추씨\n3 컵', '매실청\n2 테이블스푼']","['1. 무는 10cm 길이로 길쭉길쭉하게 잘라 준다.', '2. 손질한 갓은 10cm로 잘라 준다.', '3. 홍고추, 배, 사과, 삶은 감자, 간장소금, 매실청을 넣고 갈아준다.', '4. 3에서 준비한 양념을 썰어 놓은 무, 갓에 부어준다.', '5. 무와 갓을 양념에 잘 버무려 준다.', '6. 김치는 밖에서 2~3일간 숙성 시킨 후 냉장고에 넣어 익힌다.']"
58,더덕돌나물물김치,"['부식', '김치류', '발효']","['더덕\n100 g', '돌나물\n200 g', '배즙\n100 g', '물\n800 g', '(양념류)', '소금\n2 테이블스푼', '고춧가루\n1 테이블스푼']","['1. 1. 더덕은 껍질을 벗겨 먹기 좋은 크기로 찢는다.', '2. 2. 돌나물은 손질해서 깨끗하게 씻는다.', '3. 3. 고춧가루를 면주머니에 넣어 물에 넣고 주물러 고춧가루물을 들인 뒤 배즙, 소금으로 간을 한다.', '4. 4. 간을 맞춘 김치 국물을 준비해둔 더덕과 돌나물에 붓는다.']"
